id,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2553,15718773,714,France,Male,49,9,0,2,1,1,182728.8,0
2554,15672798,598,Germany,Male,48,3,83568.41,1,0,0,111340.36,1
2556,15644878,535,France,Female,34,7,0,2,1,1,49133.45,0
2557,15771750,667,France,Male,45,3,142989.69,1,1,0,180716.1,0
2558,15751297,535,Spain,Male,39,6,0,2,1,1,90106.94,0
2559,15660602,577,France,Male,37,9,0,2,1,0,119782.89,0
2560,15803412,562,Spain,Female,30,7,0,2,1,1,9983.88,0
2561,15802088,574,France,Male,40,2,0,2,1,0,80552.11,0
2562,15603465,679,France,Male,38,5,0,2,1,1,73371.65,0
2563,15709928,690,France,Female,35,6,115761.51,1,1,1,136046.69,0
2564,15658577,642,France,Male,24,2,117271.8,1,1,1,170903.4,0
2565,15651581,724,Spain,Female,24,2,0,2,0,1,85901.09,0
2566,15604818,573,Germany,Male,39,6,127758.34,2,1,1,172576.43,0
2567,15684596,755,Spain,Male,35,5,0,2,0,0,139049.24,0
2568,15796071,607,Spain,Male,62,5,0,3,0,0,113483.96,1
2569,15666055,628,Spain,Male,32,6,0,2,1,0,121553.19,0
2570,15790763,756,Spain,Male,40,2,0,1,0,0,121061.89,0
2571,15740175,646,Germany,Female,32,1,134593.74,1,1,1,91943.94,0
2572,15737705,735,Germany,Female,44,4,146622.35,1,1,0,103901.27,1
2573,15774551,730,France,Male,29,5,0,2,0,0,136028.99,0
2574,15702416,771,France,Female,27,1,0,2,1,0,111285.85,0
2575,15791925,709,France,Female,43,3,166824.59,2,1,1,149384.43,0
2576,15623143,537,France,Female,37,2,0,1,1,1,86099.23,1
2577,15642091,763,France,Male,36,5,0,2,0,0,130789.5,0
2579,15768282,713,France,Female,41,2,0,2,1,0,109733.73,0
2580,15622350,537,France,Female,49,9,0,1,1,1,108301.45,1
2582,15777046,621,France,Female,48,4,0,1,1,1,114951.42,0
2583,15653547,549,Germany,Male,31,7,100900.5,2,1,1,166677.35,0
2584,15629150,516,France,Female,38,10,0,2,1,0,199661.5,0
2585,15699507,635,France,Male,35,5,0,1,1,0,52856.88,0
2586,15583597,662,France,Male,32,5,0,1,1,1,122221.71,0
2587,15654851,732,France,Female,38,5,0,1,1,0,86701.4,0
2588,15676929,673,France,Female,41,9,120169.23,1,0,0,136869.31,0
2589,15718106,652,Spain,Female,50,2,0,1,1,0,131647.31,1
2590,15732672,803,France,Male,47,6,98862.54,1,1,1,135815.37,0
2591,15653347,594,France,Female,37,9,0,2,1,0,49775.58,0
2592,15636023,709,France,Male,39,5,0,2,1,0,158071.69,0
2593,15781129,773,Germany,Male,39,1,84532.08,2,1,1,106837.06,0
2594,15656330,652,Spain,Male,42,2,138653.51,1,1,0,176680.16,1
2595,15777901,632,Spain,Female,35,4,0,1,0,0,131312.56,1
2597,15673574,707,France,Female,39,6,0,2,1,1,132467.54,0
2598,15606098,585,Spain,Male,41,2,0,2,1,1,51536.99,0
2599,15768359,528,Spain,Female,30,3,0,2,1,0,109355.73,0
2600,15670163,757,France,Male,41,6,0,2,1,0,6078.46,0
2601,15705343,589,Spain,Male,71,6,0,2,0,1,129891.66,0
2603,15651369,779,Germany,Male,38,3,125437.86,2,1,0,147964.99,0
2604,15693813,676,Germany,Male,55,2,135986.39,1,1,0,125920.54,1
2605,15765014,597,France,Male,41,8,0,2,0,1,175853.64,0
2606,15679048,696,France,Male,20,9,0,2,1,1,93901.61,0
2608,15761047,695,Spain,Female,32,1,0,2,0,1,117622.8,0
2609,15765014,535,France,Male,44,1,0,2,1,0,163524.7,0
2610,15719352,599,Germany,Female,35,9,121629.22,2,0,1,162697.93,0
2611,15715709,681,France,Male,34,5,96939.06,1,1,0,38131.77,0
2612,15653065,628,France,Female,36,1,137720.58,1,0,0,152097.02,0
2613,15805565,605,Germany,Male,41,1,174673.65,1,1,1,123723.83,0
2614,15657540,603,France,Female,34,3,0,2,1,1,105986.01,0
2615,15698932,539,France,Female,62,8,153639.11,1,0,1,14081.64,0
2616,15601589,576,Germany,Male,40,2,131513.26,1,0,1,168816.22,1
2617,15691871,758,Germany,Male,35,2,145537.21,2,0,1,131911.23,0
2618,15574886,725,Spain,Female,36,9,0,2,1,0,149575.57,0
2619,15762937,682,France,Male,44,8,0,2,1,1,171482.56,0
2620,15747807,729,Spain,Male,31,9,0,2,1,0,169921.11,0
2621,15728010,682,France,Female,46,6,0,1,1,1,84872.66,0
2622,15706185,711,Spain,Male,36,6,0,1,1,0,99689.48,1
2623,15702912,753,France,Female,66,10,0,1,1,1,156791.36,0
2625,15773973,714,France,Male,30,1,0,2,1,0,180551.76,0
2626,15691874,850,France,Male,37,3,142412.13,1,1,0,72462.25,0
2627,15791268,551,France,Male,30,5,0,2,1,1,117060.2,0
2628,15668081,559,Spain,Female,51,7,0,1,1,0,107890.69,1
2629,15774852,703,France,Male,34,6,0,2,1,1,175893.45,0
2630,15771742,711,Spain,Male,40,10,136623.26,1,1,0,109496.45,1
2631,15664311,649,Germany,Male,51,1,87814.89,1,0,0,161653.5,1
2632,15662291,657,France,Female,28,7,0,2,1,0,57904.22,1
2633,15736397,645,France,Female,32,2,0,1,1,0,107876.2,1
2634,15809909,549,France,Male,39,6,0,2,1,0,93713.93,0
2636,15667046,749,France,Male,51,8,0,2,1,1,82868.33,0
2637,15605375,558,Germany,Female,38,3,93716.71,1,1,0,133692.88,0
2638,15680685,715,Spain,Male,45,5,0,1,1,0,131778.58,1
2639,15778515,850,France,Male,42,10,0,2,1,1,66810.48,0
2640,15675501,686,Spain,Male,46,9,0,1,1,0,55701.62,1
2641,15642824,604,France,Male,29,4,0,2,1,1,124486.28,0
2642,15796969,586,Spain,Female,49,7,0,1,0,0,50454.8,1
2643,15571928,681,Spain,Male,29,2,0,1,1,1,132643.48,0
2644,15634491,529,Germany,Female,38,0,113829.45,2,1,0,167784.68,0
2645,15756824,703,Germany,Female,52,1,136496.12,1,0,0,81441.29,1
2646,15757837,687,Spain,Male,38,1,0,2,0,0,141872.05,0
2647,15766166,538,France,Male,27,6,0,2,1,1,138527.56,0
2648,15607485,684,Spain,Male,37,10,0,2,1,0,96660.77,0
2649,15639217,641,Spain,Female,31,5,0,1,1,0,180716.1,0
2650,15616666,617,France,Male,33,4,92472.1,1,1,0,93718.01,0
2651,15743582,648,Spain,Female,45,2,0,2,1,1,156036.19,0
2652,15667588,516,France,Female,41,8,0,2,0,0,104079.62,0
2653,15595537,574,Spain,Male,38,9,0,2,1,0,65769.3,0
2654,15584545,577,Germany,Female,39,2,113829.45,2,1,0,182728.8,0
2655,15713608,648,Spain,Female,30,1,0,2,0,0,84760.32,0
2656,15803801,582,Spain,Male,46,2,0,2,0,0,94778.12,0
2657,15681081,653,France,Female,38,9,0,2,1,1,18082.06,0
2658,15686885,688,France,Male,33,8,0,2,1,0,74580.8,0
2659,15762993,584,Germany,Male,37,2,108348.66,1,1,0,129031.19,1
2660,15642336,705,France,Male,46,5,0,1,1,0,43821.56,1
2662,15672821,576,France,Male,30,6,148846.39,1,1,0,142935.83,0
2663,15646563,719,France,Male,36,9,0,1,0,0,166513.49,0
2664,15640855,699,Germany,Male,31,5,138089.97,2,1,0,162697.93,0
2665,15581323,683,France,Male,37,7,110942.9,1,1,1,148811.18,0
2666,15642726,729,Spain,Male,35,1,0,2,1,0,48606.71,0
2667,15733297,567,Germany,Male,37,6,141136.79,1,1,0,131281.28,1
2668,15594878,703,France,Male,34,4,119961.48,1,1,0,160122.66,0
2669,15681075,803,France,Male,38,1,0,2,1,1,132649.85,0
2670,15783025,709,Spain,Female,31,10,0,2,1,0,164081.42,0
2671,15681075,691,France,Male,38,2,0,1,1,1,114323.66,0
2672,15766659,581,France,Female,33,6,0,1,1,1,82298.59,0
2673,15676522,656,France,Male,28,8,0,2,1,0,158545.96,0
2674,15772573,587,Spain,Male,31,4,0,1,1,1,97416.34,0
2675,15682928,708,Germany,Male,37,5,125890.79,2,1,0,82696.84,0
2676,15768449,811,Spain,Male,29,7,0,2,1,0,131647.31,0
2678,15727198,559,France,Male,33,8,0,2,1,1,143628.64,0
2679,15667424,687,France,Male,29,2,0,2,1,1,109057.56,0
2680,15667938,704,France,Female,44,9,0,2,1,1,157097.09,0
2681,15771742,733,Spain,Female,37,7,0,2,1,0,57554.28,0
2682,15702669,753,France,Male,40,7,116968.91,1,1,1,167066.95,0
2683,15668679,721,France,Female,34,8,0,2,1,0,132029.95,0
2685,15787699,611,France,Male,35,4,129745.1,1,1,1,16259.64,0
2686,15709396,718,France,Male,35,7,0,2,0,0,82298.59,0
2687,15735025,681,France,Male,26,4,148826.32,1,1,1,182025.95,0
2688,15690731,711,France,Female,29,8,120105.43,1,1,1,167033.83,0
2689,15625964,521,Germany,Female,41,1,123871.5,1,1,0,47777.15,1
2690,15654025,581,Spain,Female,25,7,0,2,1,1,180862.26,0
2691,15742824,634,Germany,Female,42,8,137818.52,2,1,1,145937.99,0
2692,15614687,708,France,Female,34,1,135814.7,1,1,0,144870.28,0
2693,15750769,826,Spain,Male,19,6,0,2,1,1,138360.29,0
2695,15773322,589,France,Male,38,7,0,2,1,0,158054.49,0
2696,15785078,595,Germany,Female,33,1,123345.46,2,1,0,132210.48,1
2697,15610403,779,Spain,Female,28,4,151708.63,1,1,1,173784.04,0
2698,15609618,699,Spain,Male,33,4,0,2,1,1,171045.31,0
2699,15746451,706,Germany,Male,40,5,76597.79,1,1,0,81431.99,0
2701,15693526,658,Germany,Male,37,8,115462.02,2,1,0,99792.82,0
2702,15792607,567,France,Female,25,5,0,2,1,0,184524.65,0
2703,15648725,568,Germany,Male,34,7,152341.55,1,0,0,93716.38,0
2704,15803032,489,France,Female,40,7,0,2,1,1,152996.89,0
2705,15653065,678,France,Female,26,5,0,1,1,0,176882.08,1
2706,15785373,745,France,Male,37,1,0,2,1,0,162599.51,1
2707,15605835,590,France,Male,34,5,0,2,0,0,155700.15,0
2710,15590888,636,France,Male,31,3,0,2,1,0,130404.53,0
2711,15742678,586,France,Male,34,7,96951.21,1,1,1,63736.17,0
2712,15657537,719,France,Male,39,3,0,1,1,1,47775.34,1
2713,15785815,556,France,Female,39,8,0,2,1,0,48260.19,0
2714,15581479,850,Germany,Female,34,3,155060.7,2,0,1,66721.98,0
2715,15581229,687,Germany,Female,30,3,142400.77,1,1,1,82709.8,0
2716,15705034,665,France,Male,30,8,145984.92,1,1,1,171045.35,0
2717,15702801,628,France,Female,41,3,0,2,1,1,55893.37,0
2718,15655574,646,Spain,Female,57,5,139480.18,1,0,1,61446.92,0
2719,15589019,573,France,Male,33,5,0,2,1,0,79919.13,0
2720,15628155,635,France,Female,39,5,0,1,1,1,137784.25,1
2721,15576683,721,Germany,Male,45,3,139859.55,2,1,0,93524.19,1
2722,15693526,683,France,Female,40,4,0,2,1,0,28188.96,0
2723,15811594,748,Spain,Male,36,7,82453.96,1,1,0,102747.02,0
2724,15589431,637,France,Male,33,10,0,2,1,1,45611.51,0
2726,15763612,563,Spain,Female,29,6,139129.44,1,1,0,124874.23,0
2727,15743709,667,France,Male,31,4,131852.81,1,1,1,49848.86,0
2728,15645463,684,France,Female,43,3,0,1,1,0,176750.81,1
2729,15605020,686,France,Female,47,6,0,1,1,1,179964.55,1
2730,15589431,510,France,Female,33,8,0,2,1,1,143635.33,0
2731,15638028,662,France,Male,40,0,111065.93,1,1,1,176868.89,0
2732,15719309,495,France,Male,46,1,0,1,1,1,121408.55,1
2733,15764343,707,France,Male,37,0,133040.32,1,1,0,142033.07,0
2735,15662578,711,Germany,Male,36,6,125801.03,2,1,1,96516.66,0
2736,15693814,715,Germany,Male,61,5,149525.34,2,1,1,175072.47,1
2737,15778395,597,France,Male,45,7,0,2,1,1,38308.34,0
2738,15641582,631,France,Male,46,6,0,1,1,0,141210.5,1
2739,15592583,624,Spain,Male,38,0,99760.84,1,1,0,149184.15,0
2740,15787597,622,Germany,Female,29,10,131694.97,2,1,1,59636.43,0
2744,15809837,661,Spain,Male,38,10,166070.48,1,1,1,71154.1,0
2745,15578830,653,France,Male,38,2,0,2,1,1,71856.3,0
2746,15603584,823,Spain,Female,38,2,0,1,1,0,131807.14,1
2747,15591747,579,France,Male,38,9,152992.91,1,1,0,175071.29,1
2748,15605918,710,Spain,Female,37,1,0,2,0,0,188533.11,0
2749,15770309,632,Spain,Male,36,5,125534.51,2,0,1,79623.28,0
2750,15576623,597,France,Male,37,6,106869.31,1,0,0,4700.66,0
2751,15771702,682,France,Female,31,9,0,2,1,0,116046.22,0
2752,15723884,634,France,Male,43,4,0,2,1,0,51871.95,0
2753,15676521,754,Germany,Male,44,1,122524.61,1,1,1,72350.17,1
2754,15697311,648,France,Female,29,5,148942,1,1,1,123427.98,0
2755,15646082,729,Germany,Male,26,1,92510.9,2,1,0,84872.66,0
2756,15714087,677,France,Female,43,4,0,2,1,0,135077.01,0
2757,15681081,652,Germany,Male,29,4,103914.17,1,1,1,120511.03,0
2759,15731553,605,France,Female,28,3,0,2,1,0,85746.53,0
2761,15693526,632,France,Male,42,7,0,2,1,0,122518.5,0
2762,15792722,663,France,Male,34,2,0,2,1,0,152872.39,0
2763,15632848,653,France,Female,37,1,102773.2,1,0,1,598.8,0
2764,15705735,585,France,Male,33,6,0,1,0,1,171770.58,0
2765,15595071,680,Spain,Female,36,10,178058.06,1,0,1,66561.6,0
2766,15584580,526,Spain,Female,30,8,0,2,1,0,166929.43,0
2767,15774564,596,France,Male,32,5,0,1,0,0,105525.41,0
2768,15750921,703,France,Male,39,9,133800.24,1,1,1,130189.72,0
2769,15773868,653,Spain,Female,32,5,0,2,1,1,72350.17,0
2770,15742100,646,France,Female,37,2,139265.63,1,1,1,53412.88,0
2771,15632793,724,France,Female,30,6,0,2,0,1,88992.05,0
2772,15631392,748,France,Female,36,3,0,2,1,1,121232.51,0
2773,15782591,723,Germany,Female,43,4,99282.63,2,0,1,54474.48,0
2774,15628170,850,France,Male,37,2,123699.28,1,0,1,61315.37,0
2775,15654025,588,France,Female,24,2,0,1,1,0,71159.84,0
2776,15652069,653,Germany,Male,23,10,142644.64,1,0,1,87834.24,0
2777,15659677,667,France,Female,31,0,0,2,1,1,177738.98,0
2778,15808930,576,Spain,Male,31,1,103895.31,2,1,0,65316.5,0
2779,15605872,704,France,Male,38,3,0,1,1,0,63908.86,0
2780,15812198,684,France,Female,41,8,0,2,1,1,183682.09,0
2781,15583668,700,Germany,Female,34,2,110822.9,2,0,0,61326.43,0
2782,15762228,564,Germany,Male,27,5,145056.59,2,0,0,107964.36,0
2783,15776467,699,France,Male,32,4,0,1,1,1,86634.4,0
2785,15636478,613,France,Female,48,4,92316.31,1,1,0,160176.47,0
2786,15694376,683,France,Female,64,4,0,2,1,0,125658.28,1
2788,15788776,713,Spain,Male,33,1,0,2,1,0,160129.99,0
2790,15654408,652,France,Male,31,2,0,2,1,1,145562.4,0
2791,15762708,678,France,Female,39,6,95829.13,2,0,1,56865.62,0
2793,15592575,709,France,Male,35,6,0,2,1,0,162858.29,0
2794,15648967,703,Spain,Male,38,1,118520.26,1,1,0,152083.78,0
2795,15621083,569,France,Female,36,7,0,1,1,1,141872.05,0
2796,15620981,678,Spain,Female,29,9,74983.61,1,0,1,146585.79,0
2797,15582910,595,France,Female,38,3,0,2,1,0,184514.01,0
2798,15642570,679,Spain,Male,47,9,83501.66,1,1,0,188187.05,1
2799,15631838,745,Spain,Female,51,3,0,2,0,0,48606.71,1
2800,15753831,584,France,Male,31,8,118560,1,0,1,142783.98,0
2801,15632280,645,France,Male,49,7,0,1,0,1,171344.09,1
2802,15648800,724,Germany,Male,42,10,137946.39,2,1,0,52449.62,0
2804,15748691,545,Germany,Male,36,2,141616.55,1,1,1,177613.17,0
2805,15676571,677,France,Female,40,7,0,1,0,0,106977.53,1
2806,15763662,694,France,Male,34,2,0,2,1,0,114774.35,0
2807,15763063,663,Spain,Female,55,1,0,2,1,1,71738.56,0
2808,15582797,477,France,Female,27,3,0,2,1,1,160129.99,0
2809,15674833,635,France,Female,35,2,176913.52,1,1,0,131301.74,0
2810,15754574,684,France,Male,28,4,88441.64,1,1,0,157878.67,0
2811,15612594,668,France,Male,50,0,0,1,1,0,46677.9,1
2812,15676937,686,Spain,Male,48,5,103517.73,2,0,0,91884.2,0
2813,15782390,567,Germany,Male,34,10,82228.67,2,1,0,83084.33,0
2814,15608968,721,France,Male,39,1,0,1,1,1,93881.75,0
2815,15647842,633,France,Male,32,7,0,1,1,0,153662.88,0
2816,15758813,699,Spain,Female,36,9,0,2,1,1,183572.39,0
2817,15593636,646,France,Female,40,1,0,1,1,0,121592.5,1
2818,15679024,590,Spain,Female,35,3,0,2,1,1,122547.58,0
2819,15641575,757,France,Female,33,3,130142.79,1,1,0,164018.98,0
2820,15598884,678,France,Female,43,9,160566.11,1,1,0,132417.79,0
2821,15761854,607,France,Female,48,3,0,2,1,1,133672.61,0
2823,15586522,523,France,Male,41,7,0,2,1,0,118522.73,0
2825,15581548,710,Spain,Female,37,9,0,1,1,0,132801.58,0
2826,15795540,627,France,Male,29,7,0,2,1,1,156858.2,0
2827,15598521,479,Germany,Female,41,2,147069.78,1,0,0,187985.77,1
2829,15602572,544,France,Female,34,10,0,2,0,0,79547.39,0
2830,15689147,807,Germany,Female,49,9,142360.62,1,1,0,59354.24,1
2831,15616471,604,Spain,Female,27,5,0,2,0,1,77519.62,0
2832,15631460,594,France,Male,34,5,0,2,1,1,146723.72,0
2833,15612633,679,Spain,Male,38,4,0,2,1,1,135851.3,0
2834,15685500,718,Spain,Male,40,3,0,1,1,1,92888.52,0
2835,15652981,706,Spain,Male,71,10,0,1,1,1,127939.19,1
2836,15804064,693,France,Female,23,9,0,2,1,1,85733.33,0
2838,15569249,688,France,Female,59,1,0,1,1,1,94450.97,0
2839,15804721,648,Germany,Female,47,9,168560.46,2,0,1,198103.32,0
2841,15815095,578,Spain,Male,33,7,0,2,0,0,133617.43,0
2842,15618225,678,France,Female,28,6,0,1,1,1,105715.01,1
2844,15571144,607,France,Male,39,4,0,2,1,0,168034.83,0
2846,15587978,635,Germany,Female,33,5,116695.27,3,1,1,182692.8,1
2847,15706706,678,Germany,Female,46,8,121513.31,1,1,0,67769.94,1
2849,15727688,695,France,Female,33,2,0,2,0,1,145796.49,0
2851,15595842,537,France,Male,65,3,0,1,1,1,73069.37,1
2852,15756167,651,Germany,Female,58,2,121355.99,1,1,0,103560.98,1
2853,15724307,791,Germany,Male,42,2,142759.27,2,0,0,106977.53,0
2854,15588933,593,France,Male,29,4,0,1,1,1,95611.47,0
2855,15583863,603,France,Female,34,7,0,2,1,1,86619.77,0
2856,15566211,709,Spain,Female,29,8,0,2,0,1,82709.8,0
2858,15635942,619,Spain,Female,30,6,0,2,1,1,124489.88,0
2859,15756920,619,France,Female,33,6,0,2,1,0,67769.3,0
2860,15804919,611,France,Female,38,8,0,2,1,1,150835.21,0
2861,15646849,637,Spain,Female,56,4,113599.42,1,1,0,141069.88,1
2862,15572728,614,France,Female,41,2,157791.07,2,1,1,126469.09,0
2863,15729689,735,France,Male,37,9,0,2,0,0,71738.56,0
2864,15751167,707,France,Female,38,7,0,2,0,1,152467.56,0
2865,15795540,641,France,Female,43,5,0,2,0,0,1408.68,0
2866,15752300,679,Germany,Male,37,3,113581.99,1,1,0,96961,0
2867,15580146,591,Germany,Female,24,9,114835.43,1,0,1,74593.84,0
2869,15594862,696,Germany,Female,47,8,126663.51,3,1,1,181918.26,1
2870,15792463,737,Germany,Male,41,5,90727.79,2,1,0,61164.45,0
2871,15788659,525,France,Female,31,0,0,1,0,0,73873.65,0
2872,15690925,672,France,Male,21,8,126428.36,1,1,1,77469.38,0
2873,15774744,568,Germany,Female,33,6,120599.38,2,1,1,184524.65,0
2874,15809837,633,Germany,Female,43,4,123936.54,1,1,0,182728.8,0
2875,15809872,758,France,Male,37,6,133776.05,2,1,1,110784.42,0
2876,15803790,782,France,Male,29,7,0,2,1,1,102930.46,0
2877,15681697,713,Spain,Male,38,3,0,2,0,1,115022.78,0
2878,15645323,763,France,Male,36,4,0,2,1,0,98912.68,0
2879,15651369,724,France,Male,35,7,0,2,1,1,136028.97,0
2880,15778897,824,France,Male,58,4,0,1,1,1,162960.05,1
2881,15646566,724,France,Male,33,8,0,2,1,0,182784.11,0
2882,15732575,710,Germany,Male,50,7,103837.07,1,0,1,77878.62,1
2883,15662067,668,Germany,Male,40,2,128663.9,1,1,0,173783.42,1
2884,15583595,753,Spain,Female,29,4,0,2,1,0,110252.53,0
2885,15643824,699,France,Male,33,9,174318.13,1,1,0,24275.32,0
2886,15761706,663,Spain,Male,45,5,0,2,1,0,86935.08,0
2887,15676895,649,France,Female,38,5,0,2,1,1,170518.51,0
2888,15763798,694,France,Female,32,10,0,2,0,1,121210.09,0
2889,15782089,739,France,Female,46,4,0,2,0,0,102391.06,0
2890,15754068,707,France,Female,42,8,0,2,0,1,81602.02,0
2891,15583681,686,France,Male,36,5,0,2,1,1,124872.42,0
2892,15617507,624,France,Male,37,10,0,2,1,0,173365.89,0
2893,15748797,684,France,Female,23,0,0,1,1,0,182262.66,1
2894,15723013,679,France,Female,33,1,0,1,1,1,28257.89,0
2895,15714054,682,Spain,Female,50,9,0,2,1,1,143665.44,0
2896,15668893,567,France,Female,26,3,102703.62,1,1,0,85890.75,0
2897,15663438,704,Germany,Male,42,3,102989.83,2,1,1,8996.79,1
2898,15765537,637,France,Male,32,10,0,2,1,1,107825.08,0
2899,15692991,712,France,Male,36,5,123845.58,1,1,1,16897.19,0
2900,15697480,730,Germany,Male,42,3,141789.15,1,1,1,180439.75,0
2901,15729083,571,Germany,Female,31,6,116229.85,1,0,1,93568.24,0
2902,15782758,726,France,Male,35,6,117641.43,1,1,1,166476.95,0
2903,15777315,632,Spain,Female,31,1,0,2,1,0,82463.69,0
2904,15791174,559,Spain,Male,42,10,0,2,1,0,102799.22,0
2905,15752434,558,Spain,Male,28,9,0,2,1,0,179445.24,0
2906,15734008,656,France,Male,41,7,0,2,0,1,161344.13,0
2907,15644878,686,Spain,Female,34,9,0,2,1,0,161076.92,0
2908,15656829,526,Germany,Male,35,2,132796.04,1,0,1,170563.73,0
2909,15806933,707,France,Female,37,9,120879.73,1,1,1,166476.95,0
2910,15772601,679,Germany,Female,33,1,116248.88,2,1,1,182612.38,0
2911,15766776,669,France,Male,40,5,0,2,0,1,66977.68,0
2912,15651581,614,France,Female,35,6,0,2,1,1,140765.27,0
2913,15600379,637,France,Male,39,7,0,2,1,0,51536.99,0
2914,15684596,652,Spain,Male,36,2,0,2,0,0,132702.64,0
2915,15641366,591,France,Male,40,8,0,2,0,0,71167.17,0
2917,15599452,516,Spain,Male,32,7,119839.69,1,1,0,142670.61,0
2921,15735366,590,France,Female,27,7,0,2,1,1,180969.55,0
2922,15683842,721,France,Male,22,5,0,1,1,1,79577.4,0
2923,15578878,547,Germany,Male,48,5,120599.38,1,1,1,121151.46,1
2924,15690731,710,France,Female,39,5,0,2,1,1,199644.2,0
2925,15651093,554,Spain,Male,31,10,136487.86,1,1,1,122488.59,0
2926,15682585,575,Germany,Male,42,6,122084.63,1,1,0,133046.32,0
2927,15768006,565,France,Female,51,10,0,2,1,0,137519.92,1
2928,15737647,713,France,Male,33,9,0,2,1,0,123882.73,0
2929,15769412,684,France,Female,55,6,0,1,1,0,168085.97,1
2930,15680346,744,Germany,Female,45,1,117833.3,1,1,0,182355.21,1
2931,15692761,581,France,Female,46,2,0,2,0,1,164017.89,0
2932,15791326,691,Spain,Female,35,3,141796.63,1,0,1,122488.59,0
2933,15772892,605,France,Male,41,7,56674.48,1,0,1,28690.9,0
2934,15709232,598,France,Male,41,1,0,2,1,1,95625.02,0
2936,15661528,712,Germany,Female,32,0,136654.51,1,1,0,91565.24,0
2937,15762048,561,France,Male,36,7,0,2,1,1,125062.02,0
2938,15641690,683,Germany,Male,29,3,114327.58,1,0,1,109127.54,0
2940,15766017,619,France,Male,40,7,0,2,1,1,129936.53,0
2941,15661830,476,Germany,Male,43,9,123675.69,2,1,0,91510.71,0
2942,15621814,537,Germany,Male,34,0,116322.27,1,1,1,50610.62,0
2943,15606472,525,France,Female,28,2,0,2,0,1,97629.31,0
2944,15586699,648,Spain,Female,40,2,0,2,0,1,56784.11,0
2945,15611551,651,France,Male,38,2,0,2,1,0,179866.01,0
2946,15682268,697,Spain,Female,40,1,114493.03,1,0,1,135851.3,0
2947,15662532,591,Spain,Male,35,5,0,2,1,1,167087.34,0
2948,15754068,663,France,Female,28,7,0,2,1,0,62844.75,0
2949,15689344,692,Spain,Female,31,10,0,1,1,1,121409.06,0
2950,15775318,588,Spain,Male,30,4,0,2,0,0,142566.75,0
2951,15596671,633,Germany,Male,39,4,135962.4,1,1,0,189268.81,1
2952,15791268,593,Spain,Male,34,9,0,2,1,0,175894.24,0
2953,15692671,597,Germany,Female,43,4,106871.81,1,1,0,132670.93,1
2954,15750141,656,Spain,Male,34,9,0,2,0,1,51548.14,0
2955,15790717,757,France,Female,36,5,182705.05,1,1,1,45909.87,0
2957,15637993,644,Germany,Male,43,9,131040.01,2,1,1,63736.17,0
2958,15575486,537,Germany,Female,54,8,131604.64,1,1,0,120373.84,1
2959,15648881,594,France,Female,45,7,0,1,1,1,53477.76,0
2960,15746076,558,France,Male,28,9,0,2,1,1,173784.04,0
2961,15609987,663,Spain,Female,40,3,131834.76,3,1,1,62703.38,1
2962,15732621,605,France,Male,31,9,0,3,1,0,143635.33,1
2963,15797081,619,France,Male,39,1,0,2,0,0,138882.98,0
2965,15659327,648,France,Male,33,3,0,2,1,0,27308.58,0
2966,15778157,639,France,Male,27,7,0,2,1,1,145558.42,0
2967,15694879,583,France,Male,42,4,0,2,1,0,65864.4,0
2968,15741693,574,Spain,Male,38,9,0,2,1,1,60721.4,0
2970,15772423,554,France,Male,34,3,103564.83,1,1,1,158054.49,0
2972,15609545,735,France,Male,55,1,0,1,1,0,177844.06,1
2973,15611682,739,France,Male,35,9,132598.38,1,1,1,130789.6,0
2975,15782236,567,Germany,Male,45,1,121455.65,1,1,1,122268.75,1
2976,15809847,707,France,Female,37,3,0,2,0,1,172810.51,0
2977,15615012,676,Germany,Male,45,9,169025.83,1,0,0,103901.57,1
2978,15778515,613,Spain,Female,32,6,0,2,1,1,159800.16,0
2979,15783029,850,Germany,Female,50,2,111201.41,1,1,0,62746.54,1
2980,15572038,757,France,Female,44,0,0,3,1,0,132419.71,1
2981,15740458,648,France,Female,37,2,93791.38,1,0,0,55801.77,0
2982,15603683,592,France,Female,34,7,0,2,1,1,142940.39,0
2983,15589323,645,France,Female,38,2,0,2,1,1,54495.82,0
2984,15757628,537,Germany,Female,45,3,121417.18,1,1,1,71905.77,1
2985,15667554,553,Spain,Male,32,3,0,2,1,1,86920.97,0
2986,15699325,633,Spain,Male,37,5,124209.02,1,1,1,183494.87,0
2987,15697035,689,France,Male,38,4,116220.5,1,1,1,199378.58,0
2988,15692570,708,Spain,Male,22,8,0,2,1,1,51362.82,0
2990,15643966,649,Spain,Female,42,9,149950.19,1,1,0,183487.98,0
2991,15787550,516,Spain,Male,36,7,0,2,1,0,175518.31,0
2992,15696054,616,Spain,Male,27,7,0,2,1,0,62347.71,0
2993,15614491,708,France,Male,31,5,127738.75,1,1,0,170893.85,0
2994,15632280,557,Spain,Female,39,3,126619.27,1,0,0,156620.91,1
2995,15573318,535,France,Male,37,1,0,2,0,0,155846.69,0
2996,15754919,689,France,Male,31,2,0,2,1,1,57589.29,0
2997,15809736,581,Germany,Female,54,4,118098.62,1,1,0,26687.22,1
2998,15571305,850,France,Male,43,8,0,2,1,0,169983.02,0
2999,15691808,749,France,Male,40,9,0,1,1,0,51117.06,0
